server_name,environment,region,timestamp,cpu_usage,memory_usage,query_time_ms,active_connections,status
DB-QA-01,QA,ap-south-1,2024-06-07 23:15:00,36.94,61.5,29.02,95,Healthy
DB-PROD-01,Production,us-east-1,2024-06-07 23:30:00,44.95,52.48,32.23,126,Healthy
DB-PROD-02,Production,us-west-2,2024-06-07 23:30:00,39.53,50.88,7.07,178,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-07 23:30:00,5.0,39.46,6.19,109,Healthy
DB-QA-01,QA,ap-south-1,2024-06-07 23:30:00,19.91,56.9,1.17,157,Healthy
DB-PROD-01,Production,us-east-1,2024-06-07 23:45:00,45.24,53.19,219.79,183,Healthy
DB-PROD-02,Production,us-west-2,2024-06-07 23:45:00,5.0,66.91,151.39,113,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-07 23:45:00,50.07,66.05,54.58,62,Healthy
DB-QA-01,QA,ap-south-1,2024-06-07 23:45:00,64.93,64.61,98.52,40,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 00:00:00,37.09,60.21,29.22,12,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 00:00:00,29.12,66.19,58.37,141,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 00:00:00,24.99,62.72,41.71,145,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 00:00:00,45.99,37.96,67.93,25,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 00:15:00,16.74,49.64,24.15,21,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 00:15:00,39.38,76.38,6.13,21,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 00:15:00,34.54,50.49,99.27,179,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 00:15:00,65.87,61.33,7.16,88,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 00:30:00,36.91,54.1,22.38,141,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 00:30:00,26.82,74.93,13.99,184,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 00:30:00,42.37,42.31,14.64,35,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 00:30:00,47.83,33.77,3.37,46,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 00:45:00,56.17,53.06,29.9,55,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 00:45:00,47.08,64.77,101.42,11,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 00:45:00,20.55,32.2,0.94,67,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 00:45:00,36.91,27.8,2.27,168,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 01:00:00,9.0,69.06,233.33,159,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 01:00:00,21.89,59.88,66.03,96,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 01:00:00,49.97,25.86,7.97,129,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 01:00:00,63.94,50.96,2.74,152,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 01:15:00,14.45,60.61,43.51,144,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 01:15:00,30.46,67.17,78.39,33,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 01:15:00,50.61,69.63,4.6,164,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 01:15:00,36.11,64.99,70.91,94,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 01:30:00,57.75,43.16,14.84,68,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 01:30:00,65.43,56.73,22.71,106,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 01:30:00,74.0,67.37,23.1,199,Warning
DB-QA-01,QA,ap-south-1,2024-06-08 01:30:00,49.78,37.3,194.17,122,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 01:45:00,40.66,75.2,34.24,185,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 01:45:00,44.33,59.43,17.57,142,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 01:45:00,33.97,32.73,33.1,161,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 01:45:00,26.53,80.13,70.96,88,Warning
DB-PROD-01,Production,us-east-1,2024-06-08 02:00:00,35.62,58.65,48.63,48,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 02:00:00,5.0,67.81,52.22,157,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 02:00:00,36.52,31.68,41.16,125,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 02:00:00,5.0,63.85,24.92,165,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 02:15:00,37.96,55.56,7.16,64,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 02:15:00,59.57,61.11,25.68,125,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 02:15:00,75.02,46.34,10.09,118,Warning
DB-QA-01,QA,ap-south-1,2024-06-08 02:15:00,20.64,57.83,27.05,24,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 02:30:00,81.09,78.14,9.05,61,Warning
DB-PROD-02,Production,us-west-2,2024-06-08 02:30:00,49.1,31.79,143.44,62,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 02:30:00,32.38,59.7,21.36,39,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 02:30:00,37.38,46.34,15.79,73,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 02:45:00,43.25,24.5,105.88,41,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 02:45:00,58.11,10.0,48.54,192,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 02:45:00,61.33,59.43,24.03,119,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 02:45:00,11.66,76.83,7.6,128,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 03:00:00,37.08,64.86,61.67,25,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 03:00:00,70.65,61.31,5.86,193,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-08 03:00:00,49.8,56.21,11.16,19,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 03:00:00,34.48,40.54,95.34,13,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 03:15:00,53.35,86.1,68.05,64,Warning
DB-PROD-02,Production,us-west-2,2024-06-08 03:15:00,38.34,75.66,29.95,187,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 03:15:00,30.46,56.77,6.49,35,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 03:15:00,56.67,63.97,56.84,64,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 03:30:00,9.51,57.03,20.6,93,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 03:30:00,9.54,47.03,101.92,127,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 03:30:00,60.69,29.17,10.42,56,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 03:30:00,23.52,69.04,29.32,48,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 03:45:00,5.0,64.76,34.21,195,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 03:45:00,48.88,50.79,62.78,172,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 03:45:00,7.29,55.97,20.41,45,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 03:45:00,87.66,87.21,162.81,159,Critical
DB-PROD-01,Production,us-east-1,2024-06-08 04:00:00,14.92,40.02,103.1,13,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 04:00:00,26.15,48.03,60.32,79,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 04:00:00,16.93,78.51,90.54,116,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 04:00:00,42.43,51.01,110.94,82,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 04:15:00,19.47,48.13,1.7,158,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 04:15:00,43.94,57.81,88.9,199,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 04:15:00,26.68,70.98,1.91,123,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 04:15:00,18.58,70.51,85.5,34,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 04:30:00,38.22,79.15,21.0,153,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 04:30:00,7.45,64.36,4.04,84,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 04:30:00,48.74,67.02,73.07,195,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 04:30:00,43.41,54.48,86.05,193,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 04:45:00,38.64,50.87,37.37,123,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 04:45:00,30.05,71.69,43.42,88,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 04:45:00,27.34,53.49,9.23,164,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 04:45:00,10.98,41.14,97.72,158,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 05:00:00,61.87,38.7,150.91,140,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 05:00:00,31.77,46.78,117.95,187,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 05:00:00,15.78,50.35,6.16,12,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 05:00:00,10.11,57.71,8.97,104,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 05:15:00,5.0,55.29,147.44,34,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 05:15:00,46.47,47.77,5.16,199,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 05:15:00,14.12,68.52,42.29,85,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 05:15:00,38.81,53.93,175.64,94,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 05:30:00,39.73,38.4,5.64,96,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 05:30:00,47.67,40.13,149.28,65,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 05:30:00,66.6,29.87,96.99,154,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 05:30:00,87.77,76.65,24.22,106,Critical
DB-PROD-01,Production,us-east-1,2024-06-08 05:45:00,22.14,60.58,36.55,46,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 05:45:00,25.38,49.54,100.0,76,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 05:45:00,44.9,74.13,15.36,20,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 05:45:00,21.34,65.1,18.32,27,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 06:00:00,75.74,48.49,48.83,166,Warning
DB-PROD-02,Production,us-west-2,2024-06-08 06:00:00,70.87,51.44,44.78,175,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-08 06:00:00,41.74,39.88,97.59,141,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 06:00:00,49.81,77.54,137.34,89,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 06:15:00,48.57,60.88,120.24,146,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 06:15:00,24.0,55.49,84.8,180,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 06:15:00,31.53,31.62,50.26,154,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 06:15:00,52.19,59.81,156.02,116,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 06:30:00,24.8,44.35,216.36,147,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 06:30:00,32.57,38.66,12.38,22,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 06:30:00,74.5,62.42,65.12,194,Warning
DB-QA-01,QA,ap-south-1,2024-06-08 06:30:00,45.19,48.2,67.23,185,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 06:45:00,78.47,40.7,85.25,154,Warning
DB-PROD-02,Production,us-west-2,2024-06-08 06:45:00,63.96,68.14,44.26,106,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 06:45:00,33.37,61.73,32.39,134,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 06:45:00,16.33,49.23,22.6,183,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 07:00:00,46.8,46.3,2.66,172,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 07:00:00,30.28,45.5,36.24,177,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 07:00:00,63.55,44.85,42.25,70,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 07:00:00,44.51,64.1,28.67,96,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 07:15:00,50.32,47.12,7.0,31,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 07:15:00,38.85,46.4,80.78,115,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 07:15:00,51.85,60.75,50.26,55,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 07:15:00,40.62,52.57,108.9,88,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 07:30:00,5.0,61.39,49.18,24,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 07:30:00,28.57,69.49,181.58,137,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 07:30:00,47.62,78.19,6.39,177,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 07:30:00,67.93,59.6,15.94,98,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 07:45:00,32.1,59.64,4.24,32,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 07:45:00,58.8,70.85,63.0,153,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 07:45:00,6.96,39.97,48.96,34,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 07:45:00,27.73,48.1,108.77,137,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 08:00:00,59.5,60.54,33.73,181,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 08:00:00,39.76,51.92,6.33,18,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 08:00:00,34.13,48.32,17.68,115,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 08:00:00,72.85,40.61,2.86,162,Warning
DB-PROD-01,Production,us-east-1,2024-06-08 08:15:00,5.0,54.85,17.54,140,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 08:15:00,94.69,41.91,85.15,33,Critical
DB-STAGE-01,Staging,eu-central-1,2024-06-08 08:15:00,46.81,86.15,5.04,48,Warning
DB-QA-01,QA,ap-south-1,2024-06-08 08:15:00,22.27,66.25,5.37,55,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 08:30:00,43.4,65.53,11.35,57,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 08:30:00,20.72,59.53,6.1,57,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 08:30:00,9.23,61.02,66.29,111,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 08:30:00,33.89,51.93,194.17,150,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 08:45:00,39.43,48.98,13.64,44,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 08:45:00,55.09,63.73,57.93,22,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 08:45:00,16.04,48.6,78.56,51,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 08:45:00,52.6,59.95,123.78,85,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 09:00:00,32.81,47.31,98.14,61,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 09:00:00,17.94,48.42,5.18,23,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 09:00:00,74.68,60.76,250.83,102,Warning
DB-QA-01,QA,ap-south-1,2024-06-08 09:00:00,44.52,58.39,19.97,147,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 09:15:00,40.3,64.3,122.56,100,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 09:15:00,38.51,53.95,44.47,196,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 09:15:00,5.0,85.4,105.09,186,Warning
DB-QA-01,QA,ap-south-1,2024-06-08 09:15:00,8.42,49.76,56.85,104,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 09:30:00,70.85,33.7,8.61,117,Warning
DB-PROD-02,Production,us-west-2,2024-06-08 09:30:00,32.48,53.82,59.42,94,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 09:30:00,26.14,48.47,0.19,29,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 09:30:00,5.0,76.16,28.03,12,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 09:45:00,50.39,45.79,146.68,142,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 09:45:00,57.94,62.36,61.5,127,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 09:45:00,32.37,66.1,139.51,162,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 09:45:00,59.37,56.52,56.97,152,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 10:00:00,69.15,56.94,6.12,10,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 10:00:00,55.06,50.0,94.07,146,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 10:00:00,23.49,45.06,15.34,182,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 10:00:00,68.67,27.11,96.52,102,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 10:15:00,41.89,26.61,55.08,75,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 10:15:00,6.58,86.35,18.5,168,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-08 10:15:00,38.62,52.75,77.15,39,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 10:15:00,11.82,59.13,48.84,126,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 10:30:00,68.74,51.91,1.22,183,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 10:30:00,35.77,42.67,204.44,83,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 10:30:00,30.03,43.56,20.01,112,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 10:30:00,45.78,62.63,35.64,183,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 10:45:00,34.64,74.84,6.61,175,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 10:45:00,12.08,60.45,11.68,82,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 10:45:00,21.15,79.98,41.22,144,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 10:45:00,31.91,25.34,26.81,124,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 11:00:00,37.01,30.5,126.58,125,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 11:00:00,44.15,34.8,1.21,49,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 11:00:00,41.63,48.39,40.35,135,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 11:00:00,57.38,33.41,41.76,62,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 11:15:00,5.77,60.57,14.02,128,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 11:15:00,52.45,61.2,21.18,148,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 11:15:00,47.44,63.58,53.85,30,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 11:15:00,36.57,40.52,58.07,171,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 11:30:00,24.04,70.28,27.8,10,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 11:30:00,43.54,60.54,112.97,187,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 11:30:00,38.97,42.86,80.99,151,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 11:30:00,57.78,46.74,8.38,112,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 11:45:00,51.12,51.6,15.69,92,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 11:45:00,31.39,85.13,47.52,77,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-08 11:45:00,18.21,43.88,105.5,47,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 11:45:00,64.43,44.38,46.82,74,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 12:00:00,23.47,58.59,44.26,149,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 12:00:00,20.27,62.75,32.1,78,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 12:00:00,54.48,67.79,58.59,30,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 12:00:00,28.26,64.38,19.58,56,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 12:15:00,18.36,49.92,23.65,42,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 12:15:00,49.16,73.59,23.65,142,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 12:15:00,5.68,48.84,5.51,112,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 12:15:00,36.77,55.95,46.51,64,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 12:30:00,44.65,75.15,93.75,124,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 12:30:00,15.42,85.58,86.61,138,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-08 12:30:00,57.14,77.87,35.69,160,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 12:30:00,56.16,54.42,174.46,177,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 12:45:00,32.37,59.53,71.92,113,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 12:45:00,54.68,68.94,15.38,195,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 12:45:00,22.74,85.6,33.78,184,Warning
DB-QA-01,QA,ap-south-1,2024-06-08 12:45:00,50.78,83.82,20.1,88,Warning
DB-PROD-01,Production,us-east-1,2024-06-08 13:00:00,69.94,53.84,33.23,145,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 13:00:00,6.56,51.55,94.93,50,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 13:00:00,45.29,55.96,5.9,191,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 13:00:00,72.11,76.25,37.71,75,Warning
DB-PROD-01,Production,us-east-1,2024-06-08 13:15:00,36.77,51.7,175.46,66,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 13:15:00,16.7,64.16,23.48,167,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 13:15:00,48.41,74.57,18.88,119,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 13:15:00,39.22,56.34,231.46,83,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 13:30:00,72.34,48.62,29.57,74,Warning
DB-PROD-02,Production,us-west-2,2024-06-08 13:30:00,37.73,49.26,47.16,31,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 13:30:00,43.74,60.83,20.0,23,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 13:30:00,52.51,77.27,55.68,121,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 13:45:00,45.68,54.89,12.04,127,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 13:45:00,67.27,62.15,20.7,119,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 13:45:00,39.35,51.72,26.41,126,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 13:45:00,35.9,59.13,200.53,24,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 14:00:00,90.61,51.58,5.03,97,Critical
DB-PROD-02,Production,us-west-2,2024-06-08 14:00:00,27.09,39.87,18.39,184,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 14:00:00,54.94,58.43,16.01,93,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 14:00:00,23.84,27.97,55.35,131,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 14:15:00,71.16,69.89,21.63,39,Warning
DB-PROD-02,Production,us-west-2,2024-06-08 14:15:00,26.51,21.74,0.62,32,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 14:15:00,38.7,61.72,174.26,11,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 14:15:00,37.09,50.86,43.17,96,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 14:30:00,42.06,55.36,107.02,181,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 14:30:00,50.95,40.98,88.84,176,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 14:30:00,59.5,48.66,145.36,68,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 14:30:00,43.87,46.63,6.4,110,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 14:45:00,58.46,61.09,14.56,51,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 14:45:00,39.91,64.21,25.01,175,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 14:45:00,29.5,61.07,31.17,84,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 14:45:00,63.58,33.39,2.58,24,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 15:00:00,46.6,49.41,27.29,72,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 15:00:00,7.14,35.4,16.76,89,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 15:00:00,48.22,66.62,49.03,48,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 15:00:00,32.73,58.31,15.04,65,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 15:15:00,53.08,43.71,30.01,157,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 15:15:00,48.75,84.06,161.87,58,Warning
DB-STAGE-01,Staging,eu-central-1,2024-06-08 15:15:00,56.74,60.53,87.86,198,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 15:15:00,71.14,63.42,0.19,23,Warning
DB-PROD-01,Production,us-east-1,2024-06-08 15:30:00,55.15,42.43,37.55,74,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 15:30:00,47.74,26.9,10.52,156,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 15:30:00,56.45,60.03,12.04,72,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 15:30:00,15.94,49.43,0.07,43,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 15:45:00,68.54,60.57,22.84,66,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 15:45:00,47.38,57.55,54.78,68,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 15:45:00,6.97,85.31,40.64,135,Warning
DB-QA-01,QA,ap-south-1,2024-06-08 15:45:00,8.22,60.99,154.93,152,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 16:00:00,43.79,54.26,18.11,75,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 16:00:00,40.65,38.6,8.34,168,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 16:00:00,42.29,55.03,59.37,187,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 16:00:00,68.92,52.1,31.55,117,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 16:15:00,28.54,68.65,8.11,135,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 16:15:00,44.51,48.9,102.45,102,Healthy
DB-STAGE-01,Staging,eu-central-1,2024-06-08 16:15:00,50.45,45.2,230.81,95,Healthy
DB-QA-01,QA,ap-south-1,2024-06-08 16:15:00,33.06,76.56,45.17,10,Healthy
DB-PROD-01,Production,us-east-1,2024-06-08 16:30:00,43.11,38.47,46.49,162,Healthy
DB-PROD-02,Production,us-west-2,2024-06-08 16:30:00,27.53,45.97,98.01,50,Healthy
